name	terms	is_query
SLC3A2	transmembrane transport;carbohydrate metabolic process;RNA binding;transporter activity;nucleoplasm;plasma membrane;lysosome;organelle;extracellular space;cytoplasmic vesicle	False
SLC7A5	programmed cell death;anatomical structure development;immune system process;cell differentiation;transmembrane transport;circulatory system process;autophagy;transporter activity;plasma membrane;lysosome;cytosol;organelle;extracellular space	False
SLC9A3	transmembrane transport;transporter activity;organelle;extracellular space;plasma membrane	False
SLFN11	mitotic cell cycle;DNA replication;defense response to other organism;immune system process;hydrolase activity;RNA binding;catalytic activity;ATP-dependent activity;cytosol;chromosome;nucleoplasm;nucleus	False
SLFN5	cell differentiation;nucleus	False
SLIRP	anatomical structure development;cell differentiation;microtubule-based movement;reproductive process;mitochondrion organization;cell motility;RNA binding;cilium;cytoplasmic vesicle;mitochondrion;nucleus	False
SMAD4	DNA-templated transcription;anatomical structure development;cytoskeleton organization;cell differentiation;protein-containing complex assembly;muscle system process;regulation of DNA-templated transcription;aging;programmed cell death;reproductive process;protein modification process;protein catabolic process;endocrine process;signaling;cell motility;wound healing;transcription regulator activity;cytoskeletal protein binding;DNA binding;nucleoplasm;nucleus;chromosome;cytosol;microtubule organizing center	False
SMARCB1	DNA-templated transcription;protein modification process;DNA repair;anatomical structure development;chromosome segregation;immune system process;cell differentiation;cell adhesion;protein-containing complex assembly;chromatin organization;regulation of DNA-templated transcription;mitotic cell cycle;signaling;transcription regulator activity;DNA binding;nucleolus;nucleoplasm;nuclear chromosome;nucleus;chromosome;organelle	False
SMARCC2	DNA repair;chromosome segregation;anatomical structure development;immune system process;cell differentiation;cell adhesion;chromatin organization;regulation of DNA-templated transcription;mitotic cell cycle;transcription regulator activity;DNA binding;histone binding;chromosome;nucleoplasm;nucleus	False
SMC1A	DNA repair;chromosome segregation;cytoskeleton organization;mitotic nuclear division;reproductive process;meiotic nuclear division;hydrolase activity;RNA binding;DNA binding;ATP-dependent activity;cytoskeleton;nucleoplasm;nuclear chromosome;nucleus;chromosome;cytosol	False
SMDT1	transmembrane transport;nucleoplasm;mitochondrion	False
SMG9	mRNA metabolic process;anatomical structure development;cytosol	False
SMIM12		False
SMIM32		False
SMS	sulfur compound metabolic process;amino acid metabolic process;transferase activity;cytosol;organelle;extracellular space	False
SMU1	mRNA metabolic process;nucleoplasm;nucleus	False
SND1	DNA-templated transcription;cell differentiation;RNA-mediated gene silencing;mRNA metabolic process;transcription regulator activity;RNA binding;catalytic activity, acting on RNA;hydrolase activity;nucleus;cytosol;organelle;extracellular space;cytoplasmic vesicle	False
SNRNP40	mRNA metabolic process;RNA binding;cytosol;nucleoplasm;nucleus	False
SNRPA	mRNA metabolic process;RNA binding;DNA binding;nucleoplasm;nucleus	False
SNRPB	protein modification process;anatomical structure development;protein-containing complex assembly;mRNA metabolic process;RNA binding;cytosol;nucleoplasm;nucleus	False
SNRPB2	protein-containing complex assembly;mRNA metabolic process;RNA binding;nucleolus;nucleoplasm;nucleus;organelle	False
SNRPD2	protein-containing complex assembly;mRNA metabolic process;RNA binding;nucleoplasm;nucleus;cytosol;organelle;extracellular space	False
SNRPE	protein-containing complex assembly;mRNA metabolic process;RNA binding;cytosol;nucleoplasm;nucleus	False
SNRPF	protein-containing complex assembly;mRNA metabolic process;RNA binding;cytosol;nucleoplasm;nucleus	False
SNRPG	protein-containing complex assembly;mRNA metabolic process;RNA binding;cytosol;nucleoplasm;nucleus;organelle	False
SNTB2	RNA binding;cytoskeletal protein binding;structural molecule activity;cytoskeleton;nucleoplasm;plasma membrane;Golgi apparatus;cytoplasmic vesicle	False
SNU13	reproductive process;ribosome biogenesis;protein-containing complex assembly;mRNA metabolic process;RNA binding;nucleolus;nucleoplasm;nucleus	False
SNX12	protein catabolic process;protein maturation;vesicle-mediated transport;lipid binding;endosome	False
SNX27	immune system process;intracellular protein transport;establishment or maintenance of cell polarity;vesicle-mediated transport;signaling;lipid binding;cytosol;endosome;plasma membrane	False
SNX3	anatomical structure development;cell differentiation;protein catabolic process;vesicle-mediated transport;membrane organization;signaling;lipid binding;cytosol;endosome;extracellular space;organelle;cytoplasmic vesicle	False
SOD1	protein modification process;anatomical structure development;immune system process;cytoskeleton organization;cell differentiation;membrane organization;circulatory system process;lipid metabolic process;muscle system process;nervous system process;aging;programmed cell death;reproductive process;microtubule-based movement;detoxification;inflammatory response;vesicle-mediated transport;signaling;oxidoreductase activity;antioxidant activity;nucleoplasm;nucleus;plasma membrane;peroxisome;lysosome;cytosol;organelle;extracellular region;extracellular space;mitochondrion;cytoplasmic vesicle	False
SORD	carbohydrate metabolic process;carbohydrate derivative metabolic process;microtubule-based movement;reproductive process;cell motility;oxidoreductase activity;cilium;cytosol;organelle;extracellular space;mitochondrion	False
SOX9	DNA-templated transcription;extracellular matrix organization;digestive system process;anatomical structure development;immune system process;cytoskeleton organization;cell differentiation;cell adhesion;protein-containing complex assembly;lipid metabolic process;chromatin organization;regulation of DNA-templated transcription;programmed cell death;reproductive process;protein modification process;protein catabolic process;signaling;cell motility;transcription regulator activity;RNA binding;DNA binding;chromosome;nucleoplasm;nucleus	False
SPACA6	reproductive process;membrane organization;cytoplasmic vesicle	False
SPART	nervous system process;cell differentiation;signaling;anatomical structure development;lipid droplet;cytosol;plasma membrane;mitochondrion	False
SPCS3	intracellular protein transport;protein maturation;endoplasmic reticulum	False
SPG21	signaling;immune system process;Golgi apparatus;cytosol;organelle;endosome;cytoplasmic vesicle	False
SPOUT1	RNA-mediated gene silencing;RNA binding;transferase activity;chromosome;cytoskeleton;microtubule organizing center	False
SPRYD4	nucleus	False
SPTAN1	cytoskeleton organization;protein-containing complex assembly;structural molecule activity;cytoskeletal protein binding;cytoskeleton;plasma membrane;cytosol;organelle;extracellular region;extracellular space;cytoplasmic vesicle	False
SRI	anatomical structure development;transmembrane transport;circulatory system process;muscle system process;regulation of DNA-templated transcription;signaling;molecular function regulator activity;endoplasmic reticulum;nucleoplasm;plasma membrane;cytosol;organelle;extracellular space;cytoplasmic vesicle	False
SRM	transferase activity;cytosol	False
SRP9	intracellular protein transport;RNA binding;endoplasmic reticulum;cytosol	False
SRPK1	chromosome segregation;anatomical structure development;immune system process;cell differentiation;defense response to other organism;mRNA metabolic process;protein-containing complex assembly;chromatin organization;reproductive process;protein modification process;signaling;catalytic activity, acting on a protein;RNA binding;transferase activity;endoplasmic reticulum;nucleoplasm;nucleus;plasma membrane;chromosome;cytosol	False
SRPRA	intracellular protein transport;protein-containing complex assembly;molecular adaptor activity;RNA binding;GTPase activity;endoplasmic reticulum;organelle;extracellular space	False
SRSF10	regulation of DNA-templated transcription;protein-containing complex assembly;mRNA metabolic process;RNA binding;cytosol;nucleoplasm;nucleus	False
SRSF3	nucleocytoplasmic transport;RNA-mediated gene silencing;mRNA metabolic process;RNA binding;nucleoplasm	False
SRSF9	protein-containing complex assembly;mRNA metabolic process;RNA binding;nucleolus;nucleoplasm	False
SSBP1	DNA replication;mitochondrion organization;protein-containing complex assembly;anatomical structure development;RNA binding;DNA binding;nucleus;extracellular space;mitochondrion;organelle	False
SSR2	intracellular protein transport;endoplasmic reticulum	False
SSR4	endoplasmic reticulum;organelle;extracellular space	False
SSRP1	chromatin organization;DNA replication;DNA repair;protein-containing complex assembly;RNA binding;DNA binding;histone binding;nucleolus;chromosome;nucleoplasm;nucleus	False
STAT6	anatomical structure development;immune system process;cell differentiation;DNA recombination;regulation of DNA-templated transcription;signaling;transcription regulator activity;DNA binding;chromosome;cytosol;nucleoplasm;nucleus	False
STIP1	RNA binding;organelle;cytosol;nucleus;Golgi apparatus	False
STMN1	cytoskeleton organization;anatomical structure development;cell differentiation;protein-containing complex assembly;cytokinesis;mitotic cell cycle;signaling;cytoskeletal protein binding;cytoskeleton;cytosol;organelle;extracellular space	False
STOML2	protein maturation;immune system process;generation of precursor metabolites and energy;carbohydrate derivative metabolic process;protein-containing complex assembly;signaling;mitochondrion organization;nucleobase-containing small molecule metabolic process;lipid binding;cytoskeleton;plasma membrane;mitochondrion	False
STRAP	digestive system process;anatomical structure development;cell differentiation;protein-containing complex assembly;mRNA metabolic process;regulation of DNA-templated transcription;signaling;molecular function regulator activity;RNA binding;cytosol;nucleus	False
STRN	cell differentiation;cell junction organization;signaling;anatomical structure development;cytosol;organelle;plasma membrane	False
STT3B	protein modification process;protein catabolic process;protein glycosylation;carbohydrate derivative metabolic process;transferase activity;endoplasmic reticulum	False
SUB1	DNA-templated transcription;regulation of DNA-templated transcription;signaling;transcription regulator activity;RNA binding;DNA binding;nucleolus;nucleus;nucleoplasm;organelle;extracellular space	False
SUCLA2	sulfur compound metabolic process;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;generation of precursor metabolites and energy;ligase activity;organelle;extracellular space;mitochondrion	False
SUMO2	protein modification process;protein catabolic process;regulation of DNA-templated transcription;catalytic activity, acting on a protein;RNA binding;transferase activity;protein tag;nucleoplasm;nucleus	False
SUPT16H	DNA-templated transcription;DNA replication;DNA repair;protein-containing complex assembly;chromatin organization;regulation of DNA-templated transcription;RNA binding;chromosome;nucleoplasm;nucleus	False
SYNCRIP	immune system process;cell differentiation;defense response to other organism;mRNA metabolic process;cytoplasmic translation;RNA binding;endoplasmic reticulum;cytosol;nucleoplasm;nucleus	False
TAGLN2	cell differentiation;anatomical structure development;cytoskeleton;cytosol;organelle;extracellular region;extracellular space	False
TALDO1	carbohydrate metabolic process;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;generation of precursor metabolites and energy;transferase activity;cytosol;nucleus;extracellular space;organelle	False
TAMM41	lipid metabolic process;transferase activity;mitochondrion	False
TARS1	tRNA metabolic process;amino acid metabolic process;RNA binding;catalytic activity, acting on RNA;ligase activity;cytosol;organelle;extracellular space	False
TATDN1	catalytic activity, acting on DNA;hydrolase activity;nucleoplasm	False
TAX1BP3	signaling;catalytic activity, acting on a protein;hydrolase activity;nucleolus;cytoskeleton;plasma membrane;cytosol;organelle;extracellular space	False
TBCE	anatomical structure development;cytoskeleton organization;protein folding;cell differentiation;protein-containing complex assembly;muscle system process;mitotic cell cycle;cytoskeletal protein binding;cytoskeleton	False
TBL3	ribosome biogenesis;RNA binding;nucleolus;nucleoplasm	False
TBRG4	mitochondrial gene expression;mRNA metabolic process;RNA binding;organelle;mitochondrion	False
TCP1	protein folding;protein-containing complex assembly;programmed cell death;reproductive process;telomere organization;hydrolase activity;RNA binding;protein folding chaperone;ATP-dependent activity;cytoskeleton;cytoplasmic vesicle;Golgi apparatus;chromosome;cytosol;organelle;extracellular space;microtubule organizing center	False
TFCP2	DNA-templated transcription;regulation of DNA-templated transcription;mRNA metabolic process;transcription regulator activity;DNA binding;cytosol;chromosome;nucleoplasm;nucleus	False
TFRC	programmed cell death;anatomical structure development;immune system process;cell differentiation;cell adhesion;protein-containing complex assembly;circulatory system process;DNA recombination;regulation of DNA-templated transcription;aging;vesicle-mediated transport;inflammatory response;protein modification process;signaling;mitochondrion organization;virus receptor activity;cargo receptor activity;RNA binding;nucleus;plasma membrane;endosome;organelle;extracellular region;mitochondrion;extracellular space;cytoplasmic vesicle	False
TGM2	anatomical structure development;cell differentiation;cell adhesion;vesicle-mediated transport;programmed cell death;protein modification process;signaling;catalytic activity, acting on a protein;hydrolase activity;transferase activity;extracellular matrix;endoplasmic reticulum;nucleus;plasma membrane;chromosome;cytosol;organelle;extracellular space;mitochondrion	False
THOC5	anatomical structure development;cell differentiation;nucleocytoplasmic transport;mRNA metabolic process;regulation of DNA-templated transcription;signaling;RNA binding;chromosome;nucleoplasm;nucleus	False
THOC6	nucleocytoplasmic transport;anatomical structure development;mRNA metabolic process;programmed cell death;RNA binding;chromosome;nucleoplasm;nucleus	False
THUMPD1	tRNA metabolic process;RNA binding;nucleoplasm	False
TIGAR	programmed cell death;DNA repair;anatomical structure development;generation of precursor metabolites and energy;cell differentiation;carbohydrate metabolic process;carbohydrate derivative metabolic process;autophagy;mitochondrion organization;nucleobase-containing small molecule metabolic process;hydrolase activity;cytosol;nucleus;mitochondrion	False
TIMM29	intracellular protein transport;membrane organization;mitochondrion organization;transporter activity;mitochondrion	False
TINF2	telomere organization;DNA binding;chromosome;nucleoplasm;nucleus;organelle	False
TKT	carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;generation of precursor metabolites and energy;transferase activity;endoplasmic reticulum;nucleoplasm;peroxisome;cytosol;organelle;extracellular space	False
TLN1	cytoskeleton organization;cell adhesion;cell junction organization;protein-containing complex assembly;signaling;wound healing;structural molecule activity;cytoskeletal protein binding;lipid binding;cytoskeleton;plasma membrane;cytosol;organelle;extracellular region;extracellular space	False
TMED7	intracellular protein transport;vesicle-mediated transport;endoplasmic reticulum;organelle;cytoplasmic vesicle;Golgi apparatus	False
TMEM11	membrane organization;mitochondrion organization;plasma membrane;mitochondrion	False
TMEM214	programmed cell death;endoplasmic reticulum;cytoskeleton;cytosol;Golgi apparatus	False
TMEM70	mitochondrion organization;protein-containing complex assembly;nucleoplasm;mitochondrion	False
TMSB10	cell motility;protein-containing complex assembly;cytoskeleton organization;cytoskeletal protein binding;cytoskeleton	False
TMSB4X	nucleobase-containing small molecule metabolic process;cytoskeleton organization;transmembrane transport;carbohydrate derivative metabolic process;protein-containing complex assembly;regulation of DNA-templated transcription;inflammatory response;signaling;cell motility;RNA binding;cytoskeletal protein binding;cytoskeleton;nucleus;cytosol;extracellular region;cytoplasmic vesicle	False
TNPO1	intracellular protein transport;nucleocytoplasmic transport;RNA binding;molecular carrier activity;nucleus;cilium;cytosol;organelle;extracellular space	False
TOMM22	intracellular protein transport;transmembrane transport;programmed cell death;membrane organization;mitochondrion organization;transporter activity;mitochondrion	False
TOMM5	intracellular protein transport;membrane organization;mitochondrion organization;mitochondrion	False
TOMM7	intracellular protein transport;transmembrane transport;autophagy;membrane organization;mitochondrion organization;transporter activity;mitochondrion	False
TP53I3	nucleobase-containing small molecule metabolic process;oxidoreductase activity;cytosol	False
TPD52	cell differentiation;anatomical structure development;immune system process;endoplasmic reticulum	False
TPI1	carbohydrate metabolic process;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;generation of precursor metabolites and energy;isomerase activity;lyase activity;cytosol;nucleus;extracellular space;organelle	False
TPMT	transferase activity;cytosol	False
TPP2	protein modification process;catalytic activity, acting on a protein;hydrolase activity;cytosol;nucleoplasm	False
TPRG1L	signaling;vesicle-mediated transport;cytoplasmic vesicle;extracellular space;organelle	False
TPRKB	tRNA metabolic process;cytosol;nucleus	False
TPT1	signaling;programmed cell death;RNA binding;cytoskeleton;nucleus;cytosol;endosome;extracellular space;organelle	False
TRAP1	signaling;generation of precursor metabolites and energy;programmed cell death;protein folding;hydrolase activity;RNA binding;protein folding chaperone;ATP-dependent activity;nucleoplasm;mitochondrion	False
TRAPPC1	membrane organization;protein-containing complex assembly;vesicle-mediated transport;endoplasmic reticulum;lysosome;Golgi apparatus;cytosol;endosome;extracellular region;cytoplasmic vesicle	False
TRAPPC2	vesicle-mediated transport;membrane organization;protein-containing complex assembly;anatomical structure development;endoplasmic reticulum;nucleoplasm;nucleus;Golgi apparatus;cytosol;organelle;endosome	False
TRAPPC4	anatomical structure development;cell differentiation;protein-containing complex assembly;vesicle-mediated transport;autophagy;membrane organization;endoplasmic reticulum;plasma membrane;Golgi apparatus;cytosol;endosome;cytoplasmic vesicle	False
TRAPPC5	membrane organization;protein-containing complex assembly;vesicle-mediated transport;endoplasmic reticulum;Golgi apparatus;cytosol;organelle;endosome	False
TRIM25	immune system process;defense response to other organism;regulation of DNA-templated transcription;protein modification process;protein catabolic process;signaling;catalytic activity, acting on a protein;ligase activity;transferase activity;transcription regulator activity;RNA binding;cytosol;nucleoplasm;organelle	False
TRIM26	protein modification process;regulation of DNA-templated transcription;defense response to other organism;immune system process;catalytic activity, acting on a protein;DNA binding;transferase activity;cytosol;nucleus	False
TRIM47	protein modification process;catalytic activity, acting on a protein;transferase activity;cytosol;nucleus	False
TRIM56	immune system process;defense response to other organism;regulation of DNA-templated transcription;protein modification process;signaling;catalytic activity, acting on a protein;RNA binding;transferase activity;chromosome;cytosol;nucleoplasm	False
TRIM65	autophagy;cytosol;nucleoplasm	False
TRIP13	DNA-templated transcription;DNA repair;anatomical structure development;chromosome segregation;cell differentiation;meiotic nuclear division;DNA recombination;mitotic nuclear division;reproductive process;signaling;transcription regulator activity;hydrolase activity;ATP-dependent activity;chromosome;nucleus	False
TRMT10C	tRNA metabolic process;mitochondrial gene expression;mRNA metabolic process;RNA binding;catalytic activity, acting on RNA;transferase activity;nucleoplasm;mitochondrion;nucleus	False
TRMT11	tRNA metabolic process;RNA binding;catalytic activity, acting on RNA;transferase activity	False
TRMT112	protein modification process;tRNA metabolic process;ribosome biogenesis;catalytic activity, acting on a protein;transferase activity;cytosol;nucleoplasm	False
TRMT61A	tRNA metabolic process;mRNA metabolic process;catalytic activity, acting on RNA;transferase activity;nucleoplasm;nucleus	False
TRUB2	tRNA metabolic process;mitochondrial gene expression;mRNA metabolic process;RNA binding;isomerase activity;organelle;mitochondrion	False
TSEN34	tRNA metabolic process;mRNA metabolic process;catalytic activity, acting on RNA;hydrolase activity;lyase activity;nucleolus;nucleoplasm;nucleus	False
TSG101	anatomical structure development;intracellular protein transport;cell differentiation;membrane organization;regulation of DNA-templated transcription;vesicle-mediated transport;autophagy;protein modification process;protein catabolic process;signaling;transcription regulator activity;DNA binding;nucleolus;plasma membrane;endosome;cytosol;organelle;extracellular space;microtubule organizing center	False
TSPYL1	chromatin organization;protein-containing complex assembly;histone binding;nucleolus;chromosome;nucleoplasm;nucleus	False
TTC4	defense response to other organism;protein folding;immune system process;nucleoplasm;nucleus	False
TTLL12	immune system process;defense response to other organism;protein modification process;mitotic cell cycle;signaling;cytoskeletal protein binding;histone binding;microtubule organizing center;cytoskeleton;nucleus	False
TUBA1B	mitotic cell cycle;cytoskeleton organization;RNA binding;structural molecule activity;GTPase activity;cytoskeleton	False
TUBA1C	mitotic cell cycle;cytoskeleton organization;structural molecule activity;hydrolase activity;cytoskeleton;nucleus;organelle	False
TUBA3C	mitotic cell cycle;cytoskeleton organization;structural molecule activity;hydrolase activity;cytoskeleton;nucleus	False
TUBA3E	mitotic cell cycle;cytoskeleton organization;structural molecule activity;hydrolase activity;cytoskeleton;nucleus	False
TUBB	anatomical structure development;immune system process;cytoskeleton organization;cell differentiation;cell junction organization;chromosome segregation;defense response to other organism;mitotic cell cycle;structural molecule activity;GTPase activity;cytoskeleton;nucleus;nuclear envelope;lysosome;cytosol;organelle;extracellular region;extracellular space;cytoplasmic vesicle	False
TUBB1	chromosome segregation;cytoskeleton organization;anatomical structure development;cell differentiation;cell adhesion;protein-containing complex assembly;mitotic cell cycle;wound healing;structural molecule activity;GTPase activity;cytoskeleton;organelle;extracellular space	False
TUBB3	cytoskeleton organization;anatomical structure development;cell differentiation;mitotic cell cycle;signaling;structural molecule activity;GTPase activity;cytoskeleton;nucleus;extracellular space;organelle	False
TUBB4A	mitotic cell cycle;cytoskeleton organization;protein-containing complex assembly;structural molecule activity;GTPase activity;cytoskeleton;nucleus;cilium;cytosol;organelle;extracellular space	False
TUBB4B	mitotic cell cycle;defense response to other organism;cytoskeleton organization;immune system process;RNA binding;structural molecule activity;GTPase activity;cytoskeleton;nucleus;lysosome;cytosol;organelle;extracellular region;extracellular space;cytoplasmic vesicle	False
TUBB6	mitotic cell cycle;cytoskeleton organization;structural molecule activity;GTPase activity;cytoskeleton;nucleus;extracellular space;organelle	False
TUBG1	chromosome segregation;cytoskeleton organization;protein-containing complex assembly;mitotic nuclear division;reproductive process;mitotic cell cycle;structural molecule activity;cytoskeleton;nuclear chromosome;nucleus;cilium;cytosol;endosome;microtubule organizing center	False
TUFM	mitochondrial gene expression;RNA binding;translation regulator activity;GTPase activity;organelle;extracellular space;mitochondrion	False
TUSC2	anatomical structure development;immune system process;cell differentiation;defense response to other organism;vesicle-mediated transport;inflammatory response;mitochondrion	False
TWF1	cytoskeleton organization;anatomical structure development;cell differentiation;protein-containing complex assembly;muscle system process;protein modification process;cytoskeletal protein binding;lipid binding;cytoskeleton;cytosol;organelle;plasma membrane	False
TWF2	cell differentiation;protein-containing complex assembly;cytoskeleton organization;anatomical structure development;RNA binding;cytoskeletal protein binding;lipid binding;cytoskeleton;organelle;extracellular space	False
TXN	intracellular protein transport;nucleocytoplasmic transport;regulation of DNA-templated transcription;protein modification process;detoxification;signaling;catalytic activity, acting on a protein;RNA binding;oxidoreductase activity;antioxidant activity;nucleoplasm;nucleus;cytosol;organelle;extracellular region;extracellular space	False
TXN2	catalytic activity, acting on a protein;oxidoreductase activity;nucleolus;mitochondrion	False
TXNDC12	signaling;programmed cell death;catalytic activity, acting on a protein;oxidoreductase activity;endoplasmic reticulum	False
TXNDC17	detoxification;signaling;catalytic activity, acting on a protein;oxidoreductase activity;antioxidant activity;cytosol;organelle;extracellular space	False
TXNDC5	protein folding;programmed cell death;catalytic activity, acting on a protein;isomerase activity;oxidoreductase activity;endoplasmic reticulum;lysosome;organelle;extracellular region;extracellular space;cytoplasmic vesicle	False
TXNL1	catalytic activity, acting on a protein;oxidoreductase activity;cytosol;nucleus	False
TXNL4A	protein-containing complex assembly;mRNA metabolic process;cytosol;nuclear envelope;nucleoplasm;nucleus	False
TXNRD1	detoxification;signaling;anatomical structure development;catalytic activity, acting on a protein;oxidoreductase activity;antioxidant activity;nucleolus;nucleoplasm;cytosol;organelle;extracellular space;mitochondrion	False
TYW5	tRNA metabolic process;carbohydrate derivative metabolic process;RNA binding;catalytic activity, acting on RNA;oxidoreductase activity	False
U2AF1L5		False
U2AF2	protein modification process;mRNA metabolic process;molecular function regulator activity;RNA binding;nucleoplasm;nucleus	False
UAP1	carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;transferase activity;cytosol;nucleoplasm;plasma membrane	False
UBA1	protein modification process;protein catabolic process;catalytic activity, acting on a protein;RNA binding;ATP-dependent activity;ligase activity;endoplasmic reticulum;nucleus;nucleoplasm;lysosome;chromosome;endosome;cytosol;organelle;mitochondrion;extracellular space	False
UBA2	protein modification process;catalytic activity, acting on a protein;ligase activity;ATP-dependent activity;transferase activity;nucleoplasm;nucleus	False
UBA3	protein modification process;mitotic cell cycle;catalytic activity, acting on a protein;ligase activity;ATP-dependent activity;transferase activity;cytosol;nucleus	False
UBA6	anatomical structure development;cell differentiation;nervous system process;protein modification process;protein catabolic process;catalytic activity, acting on a protein;ligase activity;ATP-dependent activity;transferase activity;cytosol	False
UBAP2L	reproductive process;RNA binding;chromosome;organelle;nucleus	False
UBB	anatomical structure development;cell differentiation;meiotic nuclear division;microtubule-based movement;programmed cell death;reproductive process;protein modification process;protein catabolic process;signaling;protein tag;endoplasmic reticulum;nucleoplasm;nucleus;plasma membrane;cytosol;endosome;extracellular space;mitochondrion;organelle;cytoplasmic vesicle	False
UBE2D3	DNA repair;intracellular protein transport;regulation of DNA-templated transcription;mitochondrion organization;programmed cell death;protein modification process;protein catabolic process;signaling;catalytic activity, acting on a protein;transferase activity;nucleoplasm;nucleus;plasma membrane;cytosol;endosome;organelle;extracellular space	False
UBE2G2	intracellular protein transport;protein modification process;protein catabolic process;catalytic activity, acting on a protein;transferase activity;endoplasmic reticulum;lipid droplet;cytosol	False
UBE2I	chromosome segregation;nucleocytoplasmic transport;mitotic nuclear division;regulation of DNA-templated transcription;protein catabolic process;protein modification process;membrane organization;signaling;cell motility;catalytic activity, acting on a protein;RNA binding;transferase activity;nucleoplasm;nuclear chromosome;nucleus;nuclear envelope;cytosol	False
UBE2K	immune system process;defense response to other organism;protein-containing complex assembly;protein modification process;protein catabolic process;signaling;catalytic activity, acting on a protein;transferase activity;cytosol;nucleus	False
UBE2L3	intracellular protein transport;regulation of DNA-templated transcription;protein modification process;protein catabolic process;mitochondrion organization;catalytic activity, acting on a protein;transferase activity;transcription regulator activity;molecular function regulator activity;RNA binding;cytosol;nucleoplasm;nucleus	False
UBE2L6	protein modification process;protein catabolic process;catalytic activity, acting on a protein;transferase activity;cytosol;nucleoplasm;nucleus	False
UBE2M	protein modification process;programmed cell death;catalytic activity, acting on a protein;transferase activity;cytosol;nucleoplasm;nucleus	False
UBE2N	DNA repair;immune system process;DNA recombination;regulation of DNA-templated transcription;protein modification process;protein catabolic process;signaling;catalytic activity, acting on a protein;RNA binding;transferase activity;nucleolus;nucleoplasm;nucleus;cytosol;organelle;extracellular space	False
UBE2R2	protein modification process;protein catabolic process;catalytic activity, acting on a protein;transferase activity;cytosol	False
UBE2V1	DNA repair;cell differentiation;regulation of DNA-templated transcription;protein modification process;signaling;nucleoplasm;nucleus;cytosol;organelle;extracellular space	False
UBE2V2	protein modification process;DNA repair;nucleoplasm;nucleus;extracellular space;organelle	False
UBE2Z	protein modification process;protein catabolic process;programmed cell death;molecular adaptor activity;molecular function regulator activity;catalytic activity, acting on a protein;transferase activity;cytosol;nucleoplasm;nucleus	False
UBFD1	RNA binding	False
UBL7	protein catabolic process;cytosol	False
UBLCP1	protein modification process;catalytic activity, acting on a protein;hydrolase activity;nucleolus;nucleoplasm;nucleus	False
UCHL3	protein modification process;protein catabolic process;catalytic activity, acting on a protein;hydrolase activity;cytosol;nucleoplasm	False
UCHL5	protein modification process;DNA replication;DNA repair;anatomical structure development;DNA recombination;chromatin organization;regulation of DNA-templated transcription;telomere organization;protein catabolic process;signaling;catalytic activity, acting on a protein;molecular function regulator activity;RNA binding;hydrolase activity;nucleolus;nucleoplasm;nucleus;nuclear chromosome;cytosol	False
UFC1	protein modification process;anatomical structure development;autophagy;catalytic activity, acting on a protein;transferase activity;organelle;extracellular space	False
UFD1	anatomical structure development;immune system process;intracellular protein transport;defense response to other organism;protein catabolic process;signaling;catalytic activity, acting on a protein;hydrolase activity;cytosol;nucleoplasm;nucleus;endoplasmic reticulum	False
UFM1	anatomical structure development;intracellular protein transport;nucleocytoplasmic transport;autophagy;programmed cell death;protein modification process;signaling;endoplasmic reticulum;nucleus	False
UFSP2	signaling;catalytic activity, acting on a protein;hydrolase activity;endoplasmic reticulum;nucleus	False
UGDH	anatomical structure development;cell differentiation;carbohydrate metabolic process;carbohydrate derivative metabolic process;protein-containing complex assembly;sulfur compound metabolic process;nucleobase-containing small molecule metabolic process;oxidoreductase activity;nucleus;nucleoplasm;cytosol;organelle;extracellular space	False
UMPS	reproductive process;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;anatomical structure development;transferase activity;lyase activity;cytosol;nucleus	False
UNC119B	anatomical structure development;cilium organization;lipid binding;cytosol;cilium	False
UPP1	carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;transferase activity;cytosol;nucleoplasm	False
UQCR10	transmembrane transport;generation of precursor metabolites and energy;oxidoreductase activity;transporter activity;mitochondrion	False
UQCR11	generation of precursor metabolites and energy;oxidoreductase activity;mitochondrion	False
UQCRB	generation of precursor metabolites and energy;oxidoreductase activity;transporter activity;mitochondrion	False
UQCRC1	transmembrane transport;generation of precursor metabolites and energy;oxidoreductase activity;transporter activity;mitochondrion	False
UQCRFS1	transmembrane transport;mitochondrion organization;protein-containing complex assembly;generation of precursor metabolites and energy;oxidoreductase activity;transporter activity;mitochondrion	False
UQCRQ	cell differentiation;anatomical structure development;generation of precursor metabolites and energy;mitochondrion	False
URM1	protein modification process;tRNA metabolic process;protein tag;molecular carrier activity;cytosol;nucleus	False
UROD	lyase activity;cytosol;nucleoplasm	False
USP10	DNA repair;autophagy;protein modification process;protein catabolic process;signaling;catalytic activity, acting on a protein;RNA binding;hydrolase activity;cytoskeleton;nucleoplasm;nucleus;cytosol;endosome	False
